characteristic	 value	 user_id	 study_name	 
raceomb	6	10594652	pinus.ybalab.qiat.sc2
major	9	10594652	pinus.ybalab.qiat.sc2
relfamily	atheist	10594652	pinus.ybalab.qiat.sc2
sex	m	10594652	pinus.ybalab.qiat.sc2
religion	none	10594652	pinus.ybalab.qiat.sc2
citizenship	us	10594652	pinus.ybalab.qiat.sc2
residence	us	10594652	pinus.ybalab.qiat.sc2
politicalid	-2	10594656	pinus.ybalab.qiat.sc2
dayofbirth	.	10594656	pinus.ybalab.qiat.sc2
relfamily	.	10594656	pinus.ybalab.qiat.sc2
religionid	1	10594656	pinus.ybalab.qiat.sc2
education	11	10594656	pinus.ybalab.qiat.sc2
birthyear	1939	10594656	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594656	pinus.ybalab.qiat.sc2
genoccupation	2931	10594656	pinus.ybalab.qiat.sc2
birthmonth	4	10594656	pinus.ybalab.qiat.sc2
raceomb	6	10594656	pinus.ybalab.qiat.sc2
major	7	10594656	pinus.ybalab.qiat.sc2
sex	m	10594656	pinus.ybalab.qiat.sc2
religion	none	10594656	pinus.ybalab.qiat.sc2
citizenship	us	10594656	pinus.ybalab.qiat.sc2
residence	us	10594656	pinus.ybalab.qiat.sc2
dayofbirth	.	10594657	pinus.ybalab.qiat.sc2
ethnicityomb	.	10594657	pinus.ybalab.qiat.sc2
religionid	1	10594657	pinus.ybalab.qiat.sc2
birthyear	1969	10594657	pinus.ybalab.qiat.sc2
birthmonth	2	10594657	pinus.ybalab.qiat.sc2
raceomb	2	10594657	pinus.ybalab.qiat.sc2
genoccupation	25	10594657	pinus.ybalab.qiat.sc2
occupation	25-5000	10594657	pinus.ybalab.qiat.sc2
politicalid	3	10594657	pinus.ybalab.qiat.sc2
major	8	10594657	pinus.ybalab.qiat.sc2
education	9	10594657	pinus.ybalab.qiat.sc2
sex	m	10594657	pinus.ybalab.qiat.sc2
religion	none	10594657	pinus.ybalab.qiat.sc2
relfamily	other non-religious	10594657	pinus.ybalab.qiat.sc2
residence	sm	10594657	pinus.ybalab.qiat.sc2
citizenship	us	10594657	pinus.ybalab.qiat.sc2
politicalid	-2	10594663	pinus.ybalab.qiat.sc2
dayofbirth	.	10594663	pinus.ybalab.qiat.sc2
relfamily	.	10594663	pinus.ybalab.qiat.sc2
major	13	10594663	pinus.ybalab.qiat.sc2
birthyear	1990	10594663	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594663	pinus.ybalab.qiat.sc2
religionid	3	10594663	pinus.ybalab.qiat.sc2
birthmonth	4	10594663	pinus.ybalab.qiat.sc2
genoccupation	43	10594663	pinus.ybalab.qiat.sc2
education	5	10594663	pinus.ybalab.qiat.sc2
raceomb	6	10594663	pinus.ybalab.qiat.sc2
sex	f	10594663	pinus.ybalab.qiat.sc2
religion	protestant	10594663	pinus.ybalab.qiat.sc2
citizenship	us	10594663	pinus.ybalab.qiat.sc2
residence	us	10594663	pinus.ybalab.qiat.sc2
dayofbirth	.	10594664	pinus.ybalab.qiat.sc2
ethnicityomb	.	10594664	pinus.ybalab.qiat.sc2
relfamily	.	10594664	pinus.ybalab.qiat.sc2
genoccupation	11	10594664	pinus.ybalab.qiat.sc2
occupation	11-9000	10594664	pinus.ybalab.qiat.sc2
birthyear	1972	10594664	pinus.ybalab.qiat.sc2
birthmonth	2	10594664	pinus.ybalab.qiat.sc2
politicalid	2	10594664	pinus.ybalab.qiat.sc2
religionid	2	10594664	pinus.ybalab.qiat.sc2
major	4	10594664	pinus.ybalab.qiat.sc2
education	5	10594664	pinus.ybalab.qiat.sc2
raceomb	6	10594664	pinus.ybalab.qiat.sc2
sex	f	10594664	pinus.ybalab.qiat.sc2
religion	protestant	10594664	pinus.ybalab.qiat.sc2
citizenship	uk	10594664	pinus.ybalab.qiat.sc2
residence	uk	10594664	pinus.ybalab.qiat.sc2
dayofbirth	.	10594671	pinus.ybalab.qiat.sc2
politicalid	.	10594671	pinus.ybalab.qiat.sc2
relfamily	.	10594671	pinus.ybalab.qiat.sc2
religionid	.	10594671	pinus.ybalab.qiat.sc2
ethnicityomb	1	10594671	pinus.ybalab.qiat.sc2
birthyear	1994	10594671	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10594671	pinus.ybalab.qiat.sc2
education	7	10594671	pinus.ybalab.qiat.sc2
major	7	10594671	pinus.ybalab.qiat.sc2
birthmonth	8	10594671	pinus.ybalab.qiat.sc2
raceomb	9	10594671	pinus.ybalab.qiat.sc2
sex	f	10594671	pinus.ybalab.qiat.sc2
religion	protestant	10594671	pinus.ybalab.qiat.sc2
citizenship	us	10594671	pinus.ybalab.qiat.sc2
residence	us	10594671	pinus.ybalab.qiat.sc2
dayofbirth	.	10594672	pinus.ybalab.qiat.sc2
relfamily	.	10594672	pinus.ybalab.qiat.sc2
birthmonth	10	10594672	pinus.ybalab.qiat.sc2
genoccupation	17	10594672	pinus.ybalab.qiat.sc2
birthyear	1993	10594672	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594672	pinus.ybalab.qiat.sc2
religionid	2	10594672	pinus.ybalab.qiat.sc2
politicalid	3	10594672	pinus.ybalab.qiat.sc2
major	6	10594672	pinus.ybalab.qiat.sc2
raceomb	6	10594672	pinus.ybalab.qiat.sc2
education	7	10594672	pinus.ybalab.qiat.sc2
religion	catholic	10594672	pinus.ybalab.qiat.sc2
sex	m	10594672	pinus.ybalab.qiat.sc2
residence	sm	10594672	pinus.ybalab.qiat.sc2
citizenship	us	10594672	pinus.ybalab.qiat.sc2
politicalid	-1	10594674	pinus.ybalab.qiat.sc2
dayofbirth	.	10594674	pinus.ybalab.qiat.sc2
genoccupation	.	10594674	pinus.ybalab.qiat.sc2
major	.	10594674	pinus.ybalab.qiat.sc2
relfamily	.	10594674	pinus.ybalab.qiat.sc2
religionid	.	10594674	pinus.ybalab.qiat.sc2
birthmonth	12	10594674	pinus.ybalab.qiat.sc2
birthyear	1996	10594674	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594674	pinus.ybalab.qiat.sc2
education	4	10594674	pinus.ybalab.qiat.sc2
raceomb	6	10594674	pinus.ybalab.qiat.sc2
sex	m	10594674	pinus.ybalab.qiat.sc2
citizenship	nl	10594674	pinus.ybalab.qiat.sc2
residence	nl	10594674	pinus.ybalab.qiat.sc2
religion	none	10594674	pinus.ybalab.qiat.sc2
dayofbirth	.	10594678	pinus.ybalab.qiat.sc2
politicalid	1	10594678	pinus.ybalab.qiat.sc2
birthmonth	10	10594678	pinus.ybalab.qiat.sc2
major	10	10594678	pinus.ybalab.qiat.sc2
genoccupation	13	10594678	pinus.ybalab.qiat.sc2
occupation	13-1000	10594678	pinus.ybalab.qiat.sc2
birthyear	1971	10594678	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594678	pinus.ybalab.qiat.sc2
religionid	2	10594678	pinus.ybalab.qiat.sc2
raceomb	6	10594678	pinus.ybalab.qiat.sc2
education	7	10594678	pinus.ybalab.qiat.sc2
sex	f	10594678	pinus.ybalab.qiat.sc2
relfamily	methodist	10594678	pinus.ybalab.qiat.sc2
religion	protestant	10594678	pinus.ybalab.qiat.sc2
reldenom	united methodist	10594678	pinus.ybalab.qiat.sc2
citizenship	us	10594678	pinus.ybalab.qiat.sc2
residence	us	10594678	pinus.ybalab.qiat.sc2
citizenship	.	10594679	pinus.ybalab.qiat.sc2
dayofbirth	.	10594679	pinus.ybalab.qiat.sc2
education	.	10594679	pinus.ybalab.qiat.sc2
ethnicityomb	.	10594679	pinus.ybalab.qiat.sc2
genoccupation	.	10594679	pinus.ybalab.qiat.sc2
major	.	10594679	pinus.ybalab.qiat.sc2
politicalid	.	10594679	pinus.ybalab.qiat.sc2
raceomb	.	10594679	pinus.ybalab.qiat.sc2
religion	.	10594679	pinus.ybalab.qiat.sc2
religionid	.	10594679	pinus.ybalab.qiat.sc2
residence	.	10594679	pinus.ybalab.qiat.sc2
birthyear	1976	10594679	pinus.ybalab.qiat.sc2
sex	m	10594679	pinus.ybalab.qiat.sc2
dayofbirth	.	10594685	pinus.ybalab.qiat.sc2
genoccupation	.	10594685	pinus.ybalab.qiat.sc2
politicalid	.	10594685	pinus.ybalab.qiat.sc2
religion	.	10594685	pinus.ybalab.qiat.sc2
religionid	.	10594685	pinus.ybalab.qiat.sc2
major	13	10594685	pinus.ybalab.qiat.sc2
birthyear	1983	10594685	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594685	pinus.ybalab.qiat.sc2
birthmonth	3	10594685	pinus.ybalab.qiat.sc2
raceomb	6	10594685	pinus.ybalab.qiat.sc2
education	7	10594685	pinus.ybalab.qiat.sc2
sex	f	10594685	pinus.ybalab.qiat.sc2
citizenship	uk	10594685	pinus.ybalab.qiat.sc2
residence	uk	10594685	pinus.ybalab.qiat.sc2
dayofbirth	.	10594689	pinus.ybalab.qiat.sc2
politicalid	0	10594689	pinus.ybalab.qiat.sc2
religionid	1	10594689	pinus.ybalab.qiat.sc2
genoccupation	11	10594689	pinus.ybalab.qiat.sc2
occupation	11-9000	10594689	pinus.ybalab.qiat.sc2
birthyear	1966	10594689	pinus.ybalab.qiat.sc2
birthmonth	2	10594689	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594689	pinus.ybalab.qiat.sc2
major	4	10594689	pinus.ybalab.qiat.sc2
raceomb	6	10594689	pinus.ybalab.qiat.sc2
education	7	10594689	pinus.ybalab.qiat.sc2
religion	catholic	10594689	pinus.ybalab.qiat.sc2
sex	f	10594689	pinus.ybalab.qiat.sc2
relfamily	roman catholic	10594689	pinus.ybalab.qiat.sc2
residence	sm	10594689	pinus.ybalab.qiat.sc2
citizenship	uk	10594689	pinus.ybalab.qiat.sc2
dayofbirth	.	10594690	pinus.ybalab.qiat.sc2
relfamily	.	10594690	pinus.ybalab.qiat.sc2
religionid	1	10594690	pinus.ybalab.qiat.sc2
birthyear	1985	10594690	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594690	pinus.ybalab.qiat.sc2
politicalid	2	10594690	pinus.ybalab.qiat.sc2
genoccupation	25	10594690	pinus.ybalab.qiat.sc2
major	5	10594690	pinus.ybalab.qiat.sc2
raceomb	6	10594690	pinus.ybalab.qiat.sc2
birthmonth	8	10594690	pinus.ybalab.qiat.sc2
education	9	10594690	pinus.ybalab.qiat.sc2
sex	f	10594690	pinus.ybalab.qiat.sc2
religion	otherrelig	10594690	pinus.ybalab.qiat.sc2
citizenship	us	10594690	pinus.ybalab.qiat.sc2
residence	us	10594690	pinus.ybalab.qiat.sc2
dayofbirth	.	10594692	pinus.ybalab.qiat.sc2
relfamily	.	10594692	pinus.ybalab.qiat.sc2
education	12	10594692	pinus.ybalab.qiat.sc2
major	13	10594692	pinus.ybalab.qiat.sc2
birthyear	1948	10594692	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594692	pinus.ybalab.qiat.sc2
genoccupation	25	10594692	pinus.ybalab.qiat.sc2
politicalid	3	10594692	pinus.ybalab.qiat.sc2
religionid	3	10594692	pinus.ybalab.qiat.sc2
birthmonth	6	10594692	pinus.ybalab.qiat.sc2
raceomb	6	10594692	pinus.ybalab.qiat.sc2
religion	catholic	10594692	pinus.ybalab.qiat.sc2
sex	f	10594692	pinus.ybalab.qiat.sc2
residence	sm	10594692	pinus.ybalab.qiat.sc2
citizenship	us	10594692	pinus.ybalab.qiat.sc2
dayofbirth	.	10594695	pinus.ybalab.qiat.sc2
politicalid	1	10594695	pinus.ybalab.qiat.sc2
religionid	1	10594695	pinus.ybalab.qiat.sc2
major	10	10594695	pinus.ybalab.qiat.sc2
birthyear	1981	10594695	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594695	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10594695	pinus.ybalab.qiat.sc2
occupation	25-9999	10594695	pinus.ybalab.qiat.sc2
education	5	10594695	pinus.ybalab.qiat.sc2
birthmonth	6	10594695	pinus.ybalab.qiat.sc2
raceomb	6	10594695	pinus.ybalab.qiat.sc2
relfamily	atheist	10594695	pinus.ybalab.qiat.sc2
sex	m	10594695	pinus.ybalab.qiat.sc2
religion	none	10594695	pinus.ybalab.qiat.sc2
citizenship	se	10594695	pinus.ybalab.qiat.sc2
residence	sm	10594695	pinus.ybalab.qiat.sc2
dayofbirth	.	10594702	pinus.ybalab.qiat.sc2
politicalid	0	10594702	pinus.ybalab.qiat.sc2
religionid	1	10594702	pinus.ybalab.qiat.sc2
birthyear	1991	10594702	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594702	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10594702	pinus.ybalab.qiat.sc2
occupation	25-9999	10594702	pinus.ybalab.qiat.sc2
raceomb	6	10594702	pinus.ybalab.qiat.sc2
major	7	10594702	pinus.ybalab.qiat.sc2
birthmonth	8	10594702	pinus.ybalab.qiat.sc2
education	8	10594702	pinus.ybalab.qiat.sc2
sex	f	10594702	pinus.ybalab.qiat.sc2
religion	none	10594702	pinus.ybalab.qiat.sc2
relfamily	other non-religious	10594702	pinus.ybalab.qiat.sc2
citizenship	us	10594702	pinus.ybalab.qiat.sc2
residence	us	10594702	pinus.ybalab.qiat.sc2
dayofbirth	.	10594713	pinus.ybalab.qiat.sc2
politicalid	0	10594713	pinus.ybalab.qiat.sc2
birthmonth	1	10594713	pinus.ybalab.qiat.sc2
religionid	1	10594713	pinus.ybalab.qiat.sc2
major	10	10594713	pinus.ybalab.qiat.sc2
education	12	10594713	pinus.ybalab.qiat.sc2
birthyear	1972	10594713	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594713	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10594713	pinus.ybalab.qiat.sc2
occupation	25-9999	10594713	pinus.ybalab.qiat.sc2
raceomb	6	10594713	pinus.ybalab.qiat.sc2
relfamily	atheist	10594713	pinus.ybalab.qiat.sc2
sex	f	10594713	pinus.ybalab.qiat.sc2
religion	none	10594713	pinus.ybalab.qiat.sc2
citizenship	us	10594713	pinus.ybalab.qiat.sc2
residence	us	10594713	pinus.ybalab.qiat.sc2
dayofbirth	.	10594723	pinus.ybalab.qiat.sc2
religionid	1	10594723	pinus.ybalab.qiat.sc2
birthyear	1973	10594723	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594723	pinus.ybalab.qiat.sc2
politicalid	2	10594723	pinus.ybalab.qiat.sc2
birthmonth	3	10594723	pinus.ybalab.qiat.sc2
genoccupation	43	10594723	pinus.ybalab.qiat.sc2
occupation	43-6000	10594723	pinus.ybalab.qiat.sc2
raceomb	6	10594723	pinus.ybalab.qiat.sc2
major	8	10594723	pinus.ybalab.qiat.sc2
education	9	10594723	pinus.ybalab.qiat.sc2
sex	m	10594723	pinus.ybalab.qiat.sc2
religion	none	10594723	pinus.ybalab.qiat.sc2
relfamily	other non-religious	10594723	pinus.ybalab.qiat.sc2
citizenship	us	10594723	pinus.ybalab.qiat.sc2
residence	us	10594723	pinus.ybalab.qiat.sc2
politicalid	-1	10594724	pinus.ybalab.qiat.sc2
dayofbirth	.	10594724	pinus.ybalab.qiat.sc2
relfamily	.	10594724	pinus.ybalab.qiat.sc2
major	10	10594724	pinus.ybalab.qiat.sc2
birthyear	1988	10594724	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594724	pinus.ybalab.qiat.sc2
religionid	3	10594724	pinus.ybalab.qiat.sc2
genoccupation	39	10594724	pinus.ybalab.qiat.sc2
raceomb	5	10594724	pinus.ybalab.qiat.sc2
birthmonth	7	10594724	pinus.ybalab.qiat.sc2
education	8	10594724	pinus.ybalab.qiat.sc2
sex	f	10594724	pinus.ybalab.qiat.sc2
religion	protestant	10594724	pinus.ybalab.qiat.sc2
citizenship	us	10594724	pinus.ybalab.qiat.sc2
residence	us	10594724	pinus.ybalab.qiat.sc2
dayofbirth	.	10594737	pinus.ybalab.qiat.sc2
relfamily	.	10594737	pinus.ybalab.qiat.sc2
religionid	1	10594737	pinus.ybalab.qiat.sc2
birthyear	1970	10594737	pinus.ybalab.qiat.sc2
genoccupation	25	10594737	pinus.ybalab.qiat.sc2
birthmonth	3	10594737	pinus.ybalab.qiat.sc2
ethnicityomb	3	10594737	pinus.ybalab.qiat.sc2
major	3	10594737	pinus.ybalab.qiat.sc2
politicalid	3	10594737	pinus.ybalab.qiat.sc2
raceomb	6	10594737	pinus.ybalab.qiat.sc2
education	9	10594737	pinus.ybalab.qiat.sc2
sex	f	10594737	pinus.ybalab.qiat.sc2
religion	none	10594737	pinus.ybalab.qiat.sc2
citizenship	uk	10594737	pinus.ybalab.qiat.sc2
residence	uk	10594737	pinus.ybalab.qiat.sc2
dayofbirth	.	10594742	pinus.ybalab.qiat.sc2
ethnicityomb	1	10594742	pinus.ybalab.qiat.sc2
politicalid	1	10594742	pinus.ybalab.qiat.sc2
religionid	1	10594742	pinus.ybalab.qiat.sc2
major	10	10594742	pinus.ybalab.qiat.sc2
birthyear	1987	10594742	pinus.ybalab.qiat.sc2
genoccupation	55	10594742	pinus.ybalab.qiat.sc2
occupation	55-2000	10594742	pinus.ybalab.qiat.sc2
education	6	10594742	pinus.ybalab.qiat.sc2
raceomb	6	10594742	pinus.ybalab.qiat.sc2
birthmonth	7	10594742	pinus.ybalab.qiat.sc2
religion	catholic	10594742	pinus.ybalab.qiat.sc2
sex	m	10594742	pinus.ybalab.qiat.sc2
relfamily	roman catholic	10594742	pinus.ybalab.qiat.sc2
residence	sm	10594742	pinus.ybalab.qiat.sc2
citizenship	us	10594742	pinus.ybalab.qiat.sc2
politicalid	-1	10594758	pinus.ybalab.qiat.sc2
dayofbirth	.	10594758	pinus.ybalab.qiat.sc2
birthyear	1984	10594758	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594758	pinus.ybalab.qiat.sc2
genoccupation	25	10594758	pinus.ybalab.qiat.sc2
occupation	25-3000	10594758	pinus.ybalab.qiat.sc2
religionid	4	10594758	pinus.ybalab.qiat.sc2
raceomb	6	10594758	pinus.ybalab.qiat.sc2
major	8	10594758	pinus.ybalab.qiat.sc2
birthmonth	9	10594758	pinus.ybalab.qiat.sc2
education	9	10594758	pinus.ybalab.qiat.sc2
sex	m	10594758	pinus.ybalab.qiat.sc2
relfamily	presbyterian	10594758	pinus.ybalab.qiat.sc2
reldenom	presbyterian church in america (pca)	10594758	pinus.ybalab.qiat.sc2
religion	protestant	10594758	pinus.ybalab.qiat.sc2
residence	sm	10594758	pinus.ybalab.qiat.sc2
citizenship	us	10594758	pinus.ybalab.qiat.sc2
dayofbirth	.	10594768	pinus.ybalab.qiat.sc2
major	.	10594768	pinus.ybalab.qiat.sc2
politicalid	0	10594768	pinus.ybalab.qiat.sc2
religionid	1	10594768	pinus.ybalab.qiat.sc2
birthmonth	11	10594768	pinus.ybalab.qiat.sc2
birthyear	1994	10594768	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594768	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10594768	pinus.ybalab.qiat.sc2
occupation	25-9999	10594768	pinus.ybalab.qiat.sc2
education	4	10594768	pinus.ybalab.qiat.sc2
raceomb	6	10594768	pinus.ybalab.qiat.sc2
relfamily	agnostic	10594768	pinus.ybalab.qiat.sc2
citizenship	dk	10594768	pinus.ybalab.qiat.sc2
residence	dk	10594768	pinus.ybalab.qiat.sc2
sex	f	10594768	pinus.ybalab.qiat.sc2
religion	none	10594768	pinus.ybalab.qiat.sc2
dayofbirth	.	10594770	pinus.ybalab.qiat.sc2
politicalid	1	10594770	pinus.ybalab.qiat.sc2
birthyear	1979	10594770	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594770	pinus.ybalab.qiat.sc2
genoccupation	25	10594770	pinus.ybalab.qiat.sc2
occupation	25-5000	10594770	pinus.ybalab.qiat.sc2
religionid	4	10594770	pinus.ybalab.qiat.sc2
birthmonth	5	10594770	pinus.ybalab.qiat.sc2
major	5	10594770	pinus.ybalab.qiat.sc2
raceomb	5	10594770	pinus.ybalab.qiat.sc2
education	9	10594770	pinus.ybalab.qiat.sc2
relfamily	baptist	10594770	pinus.ybalab.qiat.sc2
sex	m	10594770	pinus.ybalab.qiat.sc2
reldenom	missionary baptist	10594770	pinus.ybalab.qiat.sc2
religion	protestant	10594770	pinus.ybalab.qiat.sc2
citizenship	us	10594770	pinus.ybalab.qiat.sc2
residence	us	10594770	pinus.ybalab.qiat.sc2
dayofbirth	.	10594771	pinus.ybalab.qiat.sc2
politicalid	0	10594771	pinus.ybalab.qiat.sc2
major	1	10594771	pinus.ybalab.qiat.sc2
religionid	1	10594771	pinus.ybalab.qiat.sc2
birthmonth	10	10594771	pinus.ybalab.qiat.sc2
genoccupation	19	10594771	pinus.ybalab.qiat.sc2
occupation	19-9999	10594771	pinus.ybalab.qiat.sc2
birthyear	1975	10594771	pinus.ybalab.qiat.sc2
ethnicityomb	3	10594771	pinus.ybalab.qiat.sc2
raceomb	6	10594771	pinus.ybalab.qiat.sc2
education	7	10594771	pinus.ybalab.qiat.sc2
sex	f	10594771	pinus.ybalab.qiat.sc2
reldenom	other christian	10594771	pinus.ybalab.qiat.sc2
relfamily	otherchristian	10594771	pinus.ybalab.qiat.sc2
religion	protestant	10594771	pinus.ybalab.qiat.sc2
citizenship	za	10594771	pinus.ybalab.qiat.sc2
residence	za	10594771	pinus.ybalab.qiat.sc2
politicalid	-2	10594773	pinus.ybalab.qiat.sc2
dayofbirth	.	10594773	pinus.ybalab.qiat.sc2
ethnicityomb	.	10594773	pinus.ybalab.qiat.sc2
birthyear	1979	10594773	pinus.ybalab.qiat.sc2
religionid	4	10594773	pinus.ybalab.qiat.sc2
raceomb	6	10594773	pinus.ybalab.qiat.sc2
education	7	10594773	pinus.ybalab.qiat.sc2
major	8	10594773	pinus.ybalab.qiat.sc2
genoccupation	99-9999	10594773	pinus.ybalab.qiat.sc2
occupation	99-9999	10594773	pinus.ybalab.qiat.sc2
reldenom	american baptist association	10594773	pinus.ybalab.qiat.sc2
relfamily	baptist	10594773	pinus.ybalab.qiat.sc2
sex	f	10594773	pinus.ybalab.qiat.sc2
religion	protestant	10594773	pinus.ybalab.qiat.sc2
residence	sm	10594773	pinus.ybalab.qiat.sc2
citizenship	us	10594773	pinus.ybalab.qiat.sc2
politicalid	-2	10594774	pinus.ybalab.qiat.sc2
dayofbirth	.	10594774	pinus.ybalab.qiat.sc2
relfamily	.	10594774	pinus.ybalab.qiat.sc2
birthmonth	12	10594774	pinus.ybalab.qiat.sc2
education	14	10594774	pinus.ybalab.qiat.sc2
birthyear	1971	10594774	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594774	pinus.ybalab.qiat.sc2
major	2	10594774	pinus.ybalab.qiat.sc2
genoccupation	25	10594774	pinus.ybalab.qiat.sc2
religionid	3	10594774	pinus.ybalab.qiat.sc2
raceomb	6	10594774	pinus.ybalab.qiat.sc2
sex	m	10594774	pinus.ybalab.qiat.sc2
religion	protestant	10594774	pinus.ybalab.qiat.sc2
citizenship	us	10594774	pinus.ybalab.qiat.sc2
residence	us	10594774	pinus.ybalab.qiat.sc2
politicalid	-2	10594775	pinus.ybalab.qiat.sc2
dayofbirth	.	10594775	pinus.ybalab.qiat.sc2
birthmonth	12	10594775	pinus.ybalab.qiat.sc2
birthyear	1994	10594775	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594775	pinus.ybalab.qiat.sc2
religionid	2	10594775	pinus.ybalab.qiat.sc2
education	5	10594775	pinus.ybalab.qiat.sc2
major	6	10594775	pinus.ybalab.qiat.sc2
raceomb	6	10594775	pinus.ybalab.qiat.sc2
genoccupation	99-9999	10594775	pinus.ybalab.qiat.sc2
occupation	99-9999	10594775	pinus.ybalab.qiat.sc2
religion	catholic	10594775	pinus.ybalab.qiat.sc2
sex	m	10594775	pinus.ybalab.qiat.sc2
relfamily	other catholic	10594775	pinus.ybalab.qiat.sc2
residence	sm	10594775	pinus.ybalab.qiat.sc2
citizenship	us	10594775	pinus.ybalab.qiat.sc2
dayofbirth	.	10594781	pinus.ybalab.qiat.sc2
relfamily	.	10594781	pinus.ybalab.qiat.sc2
birthmonth	10	10594781	pinus.ybalab.qiat.sc2
major	10	10594781	pinus.ybalab.qiat.sc2
birthyear	1964	10594781	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594781	pinus.ybalab.qiat.sc2
genoccupation	21	10594781	pinus.ybalab.qiat.sc2
politicalid	3	10594781	pinus.ybalab.qiat.sc2
religionid	3	10594781	pinus.ybalab.qiat.sc2
raceomb	6	10594781	pinus.ybalab.qiat.sc2
education	9	10594781	pinus.ybalab.qiat.sc2
sex	m	10594781	pinus.ybalab.qiat.sc2
religion	protestant	10594781	pinus.ybalab.qiat.sc2
citizenship	us	10594781	pinus.ybalab.qiat.sc2
residence	us	10594781	pinus.ybalab.qiat.sc2
dayofbirth	.	10594782	pinus.ybalab.qiat.sc2
relfamily	.	10594782	pinus.ybalab.qiat.sc2
ethnicityomb	1	10594782	pinus.ybalab.qiat.sc2
religionid	1	10594782	pinus.ybalab.qiat.sc2
major	12	10594782	pinus.ybalab.qiat.sc2
birthyear	1982	10594782	pinus.ybalab.qiat.sc2
politicalid	2	10594782	pinus.ybalab.qiat.sc2
genoccupation	27	10594782	pinus.ybalab.qiat.sc2
education	5	10594782	pinus.ybalab.qiat.sc2
birthmonth	6	10594782	pinus.ybalab.qiat.sc2
raceomb	9	10594782	pinus.ybalab.qiat.sc2
sex	m	10594782	pinus.ybalab.qiat.sc2
religion	none	10594782	pinus.ybalab.qiat.sc2
citizenship	us	10594782	pinus.ybalab.qiat.sc2
residence	us	10594782	pinus.ybalab.qiat.sc2
politicalid	-2	10594791	pinus.ybalab.qiat.sc2
dayofbirth	.	10594791	pinus.ybalab.qiat.sc2
birthmonth	10	10594791	pinus.ybalab.qiat.sc2
genoccupation	11	10594791	pinus.ybalab.qiat.sc2
occupation	11-3000	10594791	pinus.ybalab.qiat.sc2
major	12	10594791	pinus.ybalab.qiat.sc2
birthyear	1960	10594791	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594791	pinus.ybalab.qiat.sc2
religionid	4	10594791	pinus.ybalab.qiat.sc2
raceomb	6	10594791	pinus.ybalab.qiat.sc2
education	8	10594791	pinus.ybalab.qiat.sc2
citizenship	ca	10594791	pinus.ybalab.qiat.sc2
residence	ca	10594791	pinus.ybalab.qiat.sc2
sex	f	10594791	pinus.ybalab.qiat.sc2
reldenom	mennonite	10594791	pinus.ybalab.qiat.sc2
relfamily	otherchristian	10594791	pinus.ybalab.qiat.sc2
religion	protestant	10594791	pinus.ybalab.qiat.sc2
dayofbirth	.	10594801	pinus.ybalab.qiat.sc2
relfamily	.	10594801	pinus.ybalab.qiat.sc2
education	11	10594801	pinus.ybalab.qiat.sc2
birthyear	1961	10594801	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594801	pinus.ybalab.qiat.sc2
politicalid	2	10594801	pinus.ybalab.qiat.sc2
religionid	2	10594801	pinus.ybalab.qiat.sc2
genoccupation	25	10594801	pinus.ybalab.qiat.sc2
birthmonth	5	10594801	pinus.ybalab.qiat.sc2
raceomb	6	10594801	pinus.ybalab.qiat.sc2
major	7	10594801	pinus.ybalab.qiat.sc2
religion	catholic	10594801	pinus.ybalab.qiat.sc2
sex	f	10594801	pinus.ybalab.qiat.sc2
citizenship	us	10594801	pinus.ybalab.qiat.sc2
residence	us	10594801	pinus.ybalab.qiat.sc2
dayofbirth	.	10594804	pinus.ybalab.qiat.sc2
relfamily	.	10594804	pinus.ybalab.qiat.sc2
birthmonth	12	10594804	pinus.ybalab.qiat.sc2
education	12	10594804	pinus.ybalab.qiat.sc2
birthyear	1961	10594804	pinus.ybalab.qiat.sc2
ethnicityomb	2	10594804	pinus.ybalab.qiat.sc2
politicalid	2	10594804	pinus.ybalab.qiat.sc2
