"","session_id","rsesQ04rt","rsesQ04","rsesQ01rt","rsesQ01","rsesQ06rt","rsesQ06","rsesQ10rt","rsesQ10","rsesQ02rt","rsesQ02","rsesQ08rt","rsesQ08","rsesQ05rt","rsesQ05","rsesQ09rt","rsesQ09","rsesQ03rt","rsesQ03","rsesQ07rt","rsesQ07","deqQ06rt","deqQ06","deqQ05rt","deqQ05","deqQ02rt","deqQ02","deqQ03rt","deqQ03","deqQ01","deqQ01rt","deqQ04","deqQ04rt","sdsQ1rt","sdsQ1","sdsQ13rt","sdsQ13","sdsQ3","sdsQ3rt","sdsQ9","sdsQ9rt","sdsQ5rt","sdsQ5","sdsQ2rt","sdsQ2","sdsQ15","sdsQ15rt","sdsQ4rt","sdsQ4","cesdQ03rt","cesdQ03","cesdQ04rt","cesdQ04","cesdQ02rt","cesdQ02","cesdQ01rt","cesdQ01","cesdQ05","cesdQ05rt","cesdScore","sdsQ7rt","sdsQ7","sdsQ16rt","sdsQ16","sdsQ10rt","sdsQ10","sdsQ6","sdsQ6rt","sdsQ14rt","sdsQ14","sdsQ8rt","sdsQ8","sdsQ11rt","sdsQ11","sdsQ12rt","sdsQ12","rsesQ02r","rsesQ05r","rsesQ06r","rsesQ08r","rsesQ09r","rses","deq6","sdsQ1r","sdsQ2r","sdsQ3r","sdsQ6r","sdsQ7r","sdsQ8r","sdsQ10r","sdsQ11r","sdsQ12r","sdsQ14r","sds"
"494",9861905,5309,3,4444,3,3208,3,2908,3,3556,3,6187,2,3175,2,6851,2,2887,3,3876,3,6650,3,2808,3,6228,3,4814,2,3,6827,2,3897,2399,1,,,2,4807,,,,,,,2,6180,3845,1,2292,1,8757,2,6110,1,3163,1,2,5345,1,3425,1,,,4274,2,1,3530,2880,2,,,,,,,2,3,2,3,3,2.8,2.66666666666667,2,,1,2,2,,1,,,1,1.5
"495",9861937,3972,4,2509,4,2414,3,3575,4,2824,3,2267,2,4736,2,2737,1,3974,4,1601,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,4,3.4,,,,,,,,,,,,
"496",9861954,1915,3,6347,3,1780,3,2192,4,1490,3,7848,2,2005,2,4254,3,1316,4,2349,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,2,3,,,,,,,,,,,,
"497",9861959,3435,2,3234,3,2226,3,4352,2,2541,3,10209,3,2034,3,6435,3,2149,3,6649,3,2132,3,2207,3,4827,3,7411,3,3,5404,3,1917,2510,2,,,2,5099,1,2495,,,9868,2,2,5053,,,6911,2,2529,2,3030,2,8288,3,4,2639,5,,,,,5496,2,2,3486,,,,,,,3298,2,2,2,2,2,2,2.3,3,1,1,1,1,,,1,,1,,1.125
"498",9861980,,,,,,,,,,,,,,,,,,,,,6882,3,4756,3,4439,2,8578,4,2,7190,2,3367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66666666666667,,,,,,,,,,,
"499",9861981,8792,3,2654,4,2353,1,2653,4,3421,1,5687,1,5501,1,7708,1,3377,4,4774,4,5457,3,4797,3,6889,3,5883,2,3,5113,2,2959,,,5208,2,,,2,3365,,,,,2,5434,,,3011,1,25963,2,4612,1,5325,2,3,5018,2,3880,1,,,,,1,3602,3870,1,6190,1,,,3999,1,4,4,4,4,4,3.9,2.66666666666667,,,,2,2,2,,,2,2,2
"500",9861988,4988,3,7554,3,6867,3,12219,3,3943,2,12351,3,3153,1,35934,2,3081,3,5935,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,3,2.9,,,,,,,,,,,,
"501",9861996,5681,3,4879,3,4998,2,4502,3,5932,1,5109,2,6417,1,6177,4,10859,4,7770,4,13445,2,7386,2,9858,2,9187,4,1,8401,2,5825,,,,,,,1,11617,9519,1,6015,1,2,7611,,,14324,1,3609,1,4826,1,6270,1,1,4217,0,,,3921,2,8087,1,,,,,,,8764,2,10139,1,4,4,3,3,1,3.2,2.16666666666667,,2,,,,,2,1,2,,1.625
"502",9862028,6702,3,5958,4,6993,2,4046,4,6970,1,8283,2,6257,2,5884,1,3566,4,8285,4,6169,4,3013,3,4826,3,3715,2,3,7904,2,11580,9020,1,6281,1,1,6013,,,6264,1,,,1,7895,5158,1,3008,1,11357,1,4772,1,7765,1,1,3654,0,,,,,,,,,,,,,6036,1,7068,2,4,3,3,3,4,3.6,2.83333333333333,2,,2,,,,,2,1,,1.375
"503",9862039,5691,3,3532,3,2481,3,2491,3,2497,3,6908,4,6621,3,4934,3,5004,3,6814,2,3055,4,2701,4,6760,4,2503,3,3,2409,2,4893,4194,2,,,1,2858,2,2119,,,,,2,2819,2168,2,5397,4,1703,4,8062,3,1943,4,2,5451,11,5482,1,,,,,,,2567,2,12180,1,,,,,2,2,2,1,2,2.3,3.33333333333333,1,,2,,2,2,,,,1,1.75
"504",9862056,8608,3,3531,4,5746,3,4140,4,4746,1,4768,1,3580,1,37701,1,3446,4,9145,3,6282,3,3092,3,6079,3,3725,1,1,11888,3,8952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,3.6,2.33333333333333,,,,,,,,,,,
"505",9862074,3621,4,4632,4,2452,1,2125,4,2714,1,5785,2,7520,2,6659,1,3439,4,3161,4,6807,2,3295,2,10869,1,6928,2,1,3874,2,3947,,,4487,1,,,1,4978,,,3831,2,,,,,1099,1,10085,2,12067,1,14432,1,2,7347,1,8745,2,3132,2,,,,,5617,2,6321,1,,,5306,2,4,3,4,3,4,3.8,1.66666666666667,,1,,,1,2,,,1,1,1.25
"506",9862081,3324,3,4386,4,6584,3,2126,4,3332,2,4688,4,3077,2,3846,2,2535,4,5574,4,5618,2,3349,3,7651,2,2900,2,2,3253,2,4455,5955,1,,,2,3206,,,3109,2,,,,,,,3869,1,6633,2,6524,2,11947,3,2,5498,4,,,2600,2,4918,1,2,5049,2634,2,4601,1,,,,,3,3,2,1,3,3.1,2.16666666666667,2,,1,1,,2,2,,,1,1.625
"507",9862110,3845,4,2988,3,3534,4,3193,4,2755,3,4217,2,3479,2,3214,1,2063,4,3075,4,3795,3,1897,4,4673,4,12040,2,4,2769,3,4430,,,2782,1,1,2481,,,3078,2,,,,,3664,2,3663,1,2418,1,2861,1,5299,1,1,2493,0,5784,1,2516,2,,,1,2194,,,4460,1,,,,,2,3,1,3,4,3.2,3.33333333333333,,,2,2,2,2,,,,,1.875
"508",9862125,3290,4,2508,3,2409,3,2741,3,2792,3,3082,3,3707,2,3442,2,3091,4,4009,4,6329,4,3403,4,3239,4,3238,4,3,2648,3,3008,3769,2,5446,2,,,,,,,,,1,3942,,,3043,2,5022,3,3424,4,3065,3,1,2998,8,,,,,,,1,3724,2231,2,3072,1,5011,1,3617,1,2,3,2,2,3,3,3.66666666666667,1,,,2,,2,,2,2,1,1.625
"509",9862138,6208,4,4226,4,9213,2,3920,4,4911,2,6767,3,6218,2,6665,1,6284,4,4400,4,7122,3,12565,2,6261,3,9735,3,3,7203,3,7890,5810,1,,,,,,,6695,1,6120,1,2,4972,6154,1,5473,1,4716,1,9285,1,3587,1,1,5492,0,,,4100,1,,,,,3904,2,,,6931,1,,,3,3,3,2,4,3.5,2.83333333333333,2,2,,,,,,2,,1,1.5
"510",9862158,2292,3,2451,3,4275,4,3510,3,2582,4,2992,4,3572,2,3902,2,3819,3,4575,3,5354,3,3253,4,8152,2,3617,2,4,5290,4,3790,4322,2,4706,1,,,,,,,2451,2,,,3445,1,5548,4,2317,3,3335,3,2724,3,3,2263,9,3604,1,,,,,1,5448,1865,2,,,,,5534,2,1,3,1,1,3,2.4,3.16666666666667,1,1,,2,2,,,,1,1,1.25
"511",9862192,4934,3,4026,3,8025,2,4841,4,15260,2,4451,1,11387,1,4853,1,3172,3,5159,3,9204,2,4330,2,8312,2,8735,3,2,7059,2,7318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,4,3.4,2.16666666666667,,,,,,,,,,,
"512",9862209,3771,4,3572,4,4160,3,4428,3,4533,2,4456,2,3676,1,3921,1,4478,3,3980,4,8006,2,4754,2,18863,2,4640,2,1,4776,2,5277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,4,3.4,1.83333333333333,,,,,,,,,,,
"513",9862212,8241,4,19038,3,12069,3,4888,4,5627,1,5293,1,3787,1,7638,1,3766,4,4783,4,9568,4,3553,4,17942,1,10601,3,1,5681,1,4536,5276,1,,,,,1,15285,15046,1,,,2,6164,8929,2,7897,1,4308,1,9246,1,3069,1,1,16306,0,,,,,23387,1,,,8952,2,6835,1,,,,,4,4,2,4,4,3.7,2.33333333333333,2,,,,,2,2,,,1,1.625
"514",9862230,8141,3,4489,2,3713,3,12640,2,6864,3,6153,4,6248,4,4946,3,5180,3,10287,2,8892,3,3483,3,7667,4,16436,3,4,7578,2,12313,,,5928,2,,,,,,,8955,1,,,4731,2,9435,1,14905,3,6492,2,14053,2,4,7988,4,7311,1,3949,2,,,1,6345,3615,2,,,57691,1,,,2,1,2,1,2,2,3.16666666666667,,2,,2,2,,,2,,1,1.875
"515",9862254,6913,3,6652,3,6990,3,2773,3,3369,2,2783,3,8667,3,3953,1,9723,2,7163,3,5957,3,3323,2,4371,3,6728,2,3,4109,2,6024,3345,1,8712,2,,,2,4876,,,5518,1,,,,,4459,1,7128,1,5158,1,2884,1,1,10374,0,,,4034,2,,,2,3939,5011,2,11128,1,,,,,3,2,2,2,4,2.7,2.5,2,2,,1,,2,,,,1,1.75
"516",9862271,2533,4,2604,2,2460,4,2429,2,2447,1,2455,2,2299,2,5479,2,2008,4,4043,4,3834,4,2179,3,3390,3,2549,1,4,4501,3,3100,2292,2,3482,1,1,3902,,,,,2261,2,2,3730,2321,1,2123,1,2630,2,1939,2,4321,2,1,2730,3,,,1621,2,,,,,,,,,3404,1,,,4,3,1,3,3,3,3,1,1,2,,,,,2,,,1.5
"517",9862282,5104,3,3041,4,3446,2,5654,4,3480,2,2708,2,5782,1,5639,1,3298,3,5186,3,8791,3,3856,3,5675,2,30557,2,3,4950,2,4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,4,3.4,2.5,,,,,,,,,,,
"518",9862293,5990,4,3072,4,3157,1,4279,4,10854,1,4744,1,8076,1,4046,1,4987,4,5608,4,6049,1,7148,3,9647,3,5855,1,2,7360,1,4601,,,,,1,5100,1,5087,5270,2,4920,1,2,4053,,,3424,1,4340,1,9082,1,10398,1,2,4387,0,,,,,,,,,,,5495,1,26547,1,3875,1,4,4,4,4,4,4,1.83333333333333,,2,2,,,2,,2,2,,1.875
"519",9862295,8595,4,4102,3,4245,,3936,3,3584,1,17776,,6721,2,5856,,3155,3,8857,3,5720,3,2640,3,7039,,3615,,,6008,3,4612,5544,1,,,1,5549,2,3852,,,5408,1,,,,,5259,1,4018,1,2451,1,13630,1,1,4957,0,,,2803,2,,,1,4999,,,,,7005,1,4584,1,4,3,,,,3.28571428571429,3,2,2,2,2,,,,2,2,,2
"520",9862297,3822,3,3066,4,3360,3,5111,3,3892,3,8012,3,6170,1,6108,1,2946,4,5974,4,5959,3,3981,4,4675,3,4157,3,4,3686,2,3843,,,,,2,10129,1,8379,,,3533,1,2,4299,,,5612,1,5953,1,4269,1,5138,1,3,5407,0,4006,1,2732,2,,,,,,,8003,2,,,7822,1,2,4,2,2,4,3.2,3.16666666666667,,2,1,,2,1,,,2,,1.625
"521",9862300,3062,3,2637,3,2810,3,2545,3,3824,2,2895,3,5946,2,4752,1,2390,3,3025,3,4238,3,2410,3,8837,3,6990,2,3,3036,3,2668,4016,2,,,1,6955,,,,,,,1,3004,2668,2,7420,1,3780,1,5078,1,2172,1,2,3008,0,,,2129,2,3216,1,,,,,3035,1,3704,1,,,3,3,2,2,4,2.9,2.83333333333333,1,,2,,,2,2,2,,,1.75
"522",9862301,3384,3,2608,3,2561,2,4070,2,3417,2,3067,2,2526,2,2032,2,8687,3,5286,3,4645,3,2446,3,3428,3,3566,3,3,3203,3,5075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2.9,3,,,,,,,,,,,
"523",9862324,15046,3,5862,3,6613,1,10997,2,8120,4,5065,3,6427,2,24325,2,4810,4,15939,4,6539,4,29601,4,9631,3,10978,3,3,21137,1,22580,,,11945,1,1,5783,,,,,3988,1,2,6094,6849,1,5364,1,11467,4,8809,3,4825,2,3,6555,6,6781,1,,,,,2,7176,3045,1,,,,,,,1,3,4,2,3,2.9,3,,2,2,1,2,,,,,2,1.625
"524",9862327,2555,4,4433,4,6160,2,5359,3,3555,1,3611,1,10812,3,5767,1,5282,4,4347,4,4242,2,9248,2,8587,2,13950,3,2,2856,2,2883,5526,1,,,,,1,3322,11292,2,,,,,,,4901,1,4318,1,3765,1,8345,1,1,3403,0,,,2512,2,,,,,2807,2,6273,1,3941,2,7584,1,4,2,3,4,4,3.6,2.16666666666667,2,,,,,2,,1,2,1,1.625
"525",9862332,5050,4,2634,3,6203,3,2375,3,3859,3,7310,2,6928,1,5608,1,8511,3,6388,4,4001,3,2808,4,9946,2,10542,1,4,3658,3,5852,7063,1,,,2,4606,,,3090,1,,,2,7495,3340,1,7252,1,5621,1,3869,1,2643,1,2,4117,0,2958,1,,,3254,1,2,3337,,,,,,,,,2,4,2,3,4,3.2,2.83333333333333,2,,1,1,2,,2,,,,1.5
"526",9862337,1981,3,1577,3,1903,3,1975,3,2587,3,5705,3,1958,2,2833,2,2014,3,3721,3,2607,3,2034,3,3069,2,3229,2,2,3149,3,7321,2723,2,,,2,3012,1,1773,3846,1,,,1,3067,,,2561,1,3464,2,6647,1,2271,2,2,2947,2,,,,,,,2,2892,,,2520,1,2471,2,,,2,3,2,2,3,2.7,2.5,1,,1,1,,2,,1,,,1.125
"527",9862339,2992,3,4701,2,3306,3,2760,3,3176,2,2700,3,4298,2,4456,2,3003,3,4696,3,2455,3,2406,3,8450,3,15391,2,3,4701,2,4030,3989,1,,,2,5108,,,,,2800,2,2,4165,4264,2,6706,3,6236,4,6028,1,3277,4,4,3708,8,,,2580,2,3978,1,,,,,,,,,6467,2,3,3,2,2,3,2.7,2.66666666666667,2,1,1,,,,2,,1,,1.625
"528",9862358,3912,3,3115,3,3899,2,3459,3,3455,2,4116,2,3840,2,8392,2,3740,3,4118,3,4300,3,6013,2,5958,3,2864,3,3,2871,3,3960,3619,1,5339,2,,,1,3955,3264,2,6670,1,,,3462,1,9777,2,3867,2,3995,2,4714,2,2,6437,4,,,,,,,2,4680,,,,,5076,1,,,3,3,3,3,3,3,2.83333333333333,2,2,,1,,,,2,,,1.625
"529",9862379,4553,1,3607,3,2774,3,5063,3,8563,3,2063,3,5186,2,5573,2,2918,3,3829,3,3706,3,2567,4,13300,3,2512,3,3,3049,3,3375,3056,1,,,1,2119,,,2592,1,4534,1,,,2303,1,2613,2,2147,2,2853,2,4159,3,3,2133,5,,,,,,,,,2547,2,2677,2,,,3006,2,2,3,2,2,3,2.5,3.16666666666667,2,2,2,,,1,,,1,1,1.375
"530",9862400,13972,3,3068,3,4614,2,7124,3,5533,3,4006,2,5476,2,6478,2,4133,3,5253,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,2.9,,,,,,,,,,,,
"531",9862424,5930,3,3880,3,4019,3,10344,3,12844,1,6824,3,6686,1,4584,2,6114,4,4429,4,6555,3,4106,3,6938,2,6546,3,3,6888,3,6309,,,,,,,1,7491,4300,1,5981,1,,,5208,1,6921,1,3262,1,5917,1,4316,1,2,7072,0,4894,2,,,6601,2,,,5217,1,10561,2,,,,,4,4,2,2,3,3.2,2.83333333333333,,2,,,1,1,1,,,2,1.25
"532",9862427,5867,4,3677,3,3744,3,4712,3,3535,1,3966,4,5676,4,2463,1,6841,4,4413,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,1,4,3,,,,,,,,,,,,
"533",9862428,5777,4,6150,3,11788,1,4374,4,18428,2,8632,2,7602,1,8247,2,4256,4,6359,4,6519,4,5239,2,9288,3,6206,2,3,5875,2,6244,,,9200,1,,,1,4362,,,5154,2,1,6777,,,2278,1,5018,1,2882,1,2478,1,1,4804,0,,,,,12943,1,2,5820,4850,1,5275,1,,,,,3,4,4,3,3,3.6,2.66666666666667,,1,,1,,2,2,,,2,1.375
"534",9862452,6050,4,3851,3,3802,4,2471,3,2610,2,2931,2,3545,2,3685,2,3183,3,5679,4,4744,2,4447,3,4589,3,2967,3,2,5852,3,6933,,,4224,1,2,4622,,,,,,,1,3341,,,4888,1,2699,2,8375,2,5507,2,4,3324,3,,,2650,2,6337,1,,,2472,2,4922,2,3901,2,,,3,3,1,3,3,3,2.66666666666667,,,1,,,1,2,1,,1,1.25
"535",9862485,5506,3,5262,3,2783,1,3256,3,3671,2,3568,3,3856,1,4185,1,3707,4,7242,3,3304,2,2472,3,3957,4,2995,3,2,5297,4,4453,6359,1,,,,,2,3028,3945,2,,,,,,,4355,1,3866,2,4729,1,6664,2,1,4860,2,3283,1,3139,1,,,,393,,,6447,1,6856,2,,,3,4,4,2,4,3.3,3,2,,,,2,2,,1,,,1.71428571428571
"536",9862491,,,,,,,,,,,,,,,,,,,,,9340,4,2524,4,7594,2,3290,1,2,7218,3,8291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66666666666667,,,,,,,,,,,
"537",9862495,2578,3,3691,4,4678,3,2491,4,2863,1,3324,1,2702,1,3419,1,5075,4,3421,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,3.6,,,,,,,,,,,,
"538",9862499,3337,3,1553,3,2442,3,1921,3,1720,3,3512,2,2377,2,3745,3,3209,3,3633,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,2,2.7,,,,,,,,,,,,
"539",9862515,10127,4,1985,4,6084,1,2274,4,2533,1,4566,1,7597,1,2683,1,3135,4,3156,4,5066,1,4182,1,9369,1,2597,1,1,6396,1,3640,,,8843,1,,,1,5285,,,,,2,2861,3639,2,8234,1,5501,1,2306,1,4406,1,1,10594,0,,,,,,,2,9318,,,5515,1,2823,1,6495,2,4,4,4,4,4,4,1,,,,1,,2,,2,1,,1.5
"540",9862555,4729,3,2414,3,3547,3,3095,3,4681,3,3622,3,9021,2,5954,2,2613,3,4192,3,2387,3,10778,3,4768,3,5632,2,3,4456,3,4335,,,4941,1,1,4858,,,,,6284,1,,,,,5260,1,6607,1,4443,2,13241,2,2,10612,2,,,5909,2,,,2,4162,3556,1,,,8956,1,1136,2,2,3,2,2,3,2.7,2.83333333333333,,2,2,1,,,,2,1,2,1.625
"541",9862561,6684,3,7678,3,3120,3,3263,3,3295,3,5773,2,4695,2,4104,2,2888,3,3559,3,5360,3,7997,2,9119,3,3583,3,3,6368,2,7262,,,9289,2,2,6249,,,4169,2,10639,2,,,4446,2,4336,1,2728,2,6934,2,2641,2,1,4001,3,,,,,,,2,3975,,,3968,1,11568,1,,,2,3,2,3,3,2.8,2.66666666666667,,1,1,1,,2,,2,,,1.625
"542",9862581,4402,4,4151,4,5072,1,2269,4,2962,2,3311,2,3993,1,2755,2,2313,4,2734,4,5015,3,2518,3,6362,2,3686,2,3,3267,2,3588,,,3773,2,,,1,3054,,,3485,1,2,4513,,,2538,1,4666,1,2485,1,3154,1,3,5346,0,3697,1,,,2651,1,,,,,,,5566,1,3166,2,3,4,4,3,3,3.7,2.5,,2,,,2,,2,2,1,,1.75
"543",9862582,3434,3,1837,3,1974,2,2400,3,3147,2,2026,2,5191,3,2697,2,2910,3,2189,3,4064,3,3767,2,4635,2,3792,2,2,5102,3,8478,,,4765,2,1,4055,,,3119,1,3296,2,,,,,1846,1,1915,1,6566,1,2082,1,2,2644,0,,,,,,,2,3150,4775,2,2665,2,,,4537,1,3,2,3,3,3,2.9,2.33333333333333,,1,2,1,,1,,,2,1,1.375
"544",9862614,2558,3,7941,2,2044,3,6240,3,12200,3,2761,2,3838,2,3838,2,6178,2,9314,3,6693,2,4056,2,3525,3,28204,2,3,5164,3,3978,,,,,,,,,,,2262,2,,,2527,2,4587,1,6521,2,6022,1,4305,2,1,2996,2,3198,2,2745,2,4368,2,,,2216,2,6567,1,,,3838,2,2,3,2,3,3,2.6,2.5,,1,,,1,2,1,,1,1,1.375
"545",9862619,5479,4,4477,3,9961,1,3328,3,3765,1,12137,3,14429,2,4988,2,8869,4,94,3,5504,3,2551,3,64,3,3211,3,3,5357,3,6181,3516,2,,,2,6468,1,7371,,,3930,1,,,4486,1,7722,1,7677,2,6601,2,5496,1,2,1397,2,3218,1,4203,2,,,,,,,,,,,1112,,4,3,4,2,3,3.3,3,1,2,1,,2,,,,,,1.42857142857143
"546",9862625,3767,3,2473,3,4102,2,2608,3,3314,2,4033,3,4389,1,4313,1,2969,3,4001,3,3274,3,2791,3,12360,2,6554,2,3,3720,3,4770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,2,4,3.1,2.66666666666667,,,,,,,,,,,
"547",9862704,10674,2,11977,2,7778,2,9577,3,5394,1,5601,1,4562,3,12705,2,4658,4,8489,3,14037,3,4611,2,9096,3,7449,1,2,6643,2,8047,,,,,,,1,4937,,,3279,1,,,,,4434,1,11774,3,6529,4,10030,1,4,5216,5,6234,1,4202,2,3324,1,,,4819,1,5804,1,,,12502,1,4,2,3,4,3,3,2.16666666666667,,2,,,2,2,2,,2,2,1.875
"548",9862705,4886,3,3029,3,5564,2,3598,3,6674,2,9517,3,4454,2,12023,2,4879,3,7786,3,5380,2,7100,3,11064,2,8390,2,2,5604,1,6424,,,,,1,5613,,,,,4036,2,2,5679,4892,1,8876,1,5300,1,2558,1,2588,1,1,3788,0,,,,,,,1,5788,,,7417,1,7038,2,5125,2,3,3,3,2,3,2.9,2,,1,2,2,,2,,1,1,,1.5
"549",9862747,5656,3,3373,3,3868,1,4087,3,6855,2,3359,2,4904,1,6710,2,5713,4,4572,3,13046,3,3649,4,4362,3,4374,2,3,5743,3,4877,,,5477,1,1,6686,2,3367,,,3474,1,,,,,8894,1,4930,2,3558,1,4198,2,2,4277,2,,,,,,,,,3100,2,3970,1,4010,2,4451,1,3,4,4,3,3,3.3,3,,2,2,,,2,,1,2,1,1.625
"550",9862946,6414,4,3951,4,4107,3,5353,4,7084,3,3978,2,3592,1,51109,2,3900,4,4158,4,8780,2,3127,4,6309,2,6978,2,2,5108,3,5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,3,3.4,2.5,,,,,,,,,,,
"551",9862962,,,,,,,,,,,,,,,,,,,,,529,,1032,,3193,,2253,,,521,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"552",9862985,2527,3,2006,3,3566,2,2700,2,4744,2,6390,3,2793,2,2745,2,2475,3,1916,3,7272,3,1986,3,8455,3,2610,2,3,2769,3,3613,,,4302,2,,,1,3455,,,2964,1,2,4523,,,5147,1,3349,2,3427,1,1885,1,2,2443,1,,,1847,2,,,1,264725,2713,2,,,,,6094,1,3,3,3,2,3,2.8,2.83333333333333,,2,,2,,,,,2,1,1.75
"553",9862993,6339,2,2347,2,5055,1,2703,2,2102,3,11752,3,4856,3,3311,3,3108,3,4168,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,2,2.3,,,,,,,,,,,,
"554",9862996,3564,3,2013,4,2602,2,1691,3,1716,2,2756,2,3750,1,2972,1,2774,3,2940,3,5900,3,2197,2,3806,2,2796,2,2,3401,3,4984,,,,,2,5133,1,3121,,,,,,,,,5110,1,1781,1,3292,1,2461,1,1,3235,0,,,2796,1,3551,2,2,5197,,,6377,2,2936,1,3297,2,3,4,3,3,4,3.3,2.33333333333333,,,1,1,,1,1,2,1,,1.125
"555",9863006,4391,4,5349,3,4295,1,6483,3,3748,1,5109,3,3685,1,14191,1,3409,3,6001,4,5064,3,3258,4,6073,3,25213,3,3,5179,3,3530,12742,1,6899,2,2,4789,1,3711,,,3018,2,,,,,3534,1,10231,1,4820,1,4015,1,3,21418,0,,,3269,2,,,,,6732,2,,,5891,2,,,4,4,4,2,4,3.5,3.16666666666667,2,1,1,,,,,1,,1,1.375
"556",9863024,2787,3,3540,3,2361,2,2664,3,3706,2,2606,2,2286,2,2599,2,3165,3,3644,3,3928,4,2770,3,4498,3,2958,3,3,2987,3,2679,2528,1,4304,1,,,,,,,2293,2,2,5580,3571,1,1991,1,3165,1,2991,2,4229,1,2,2280,1,,,,,,,,,2462,1,4095,1,,,5782,2,3,3,3,3,3,3,3.16666666666667,2,1,,,,2,,,1,2,1.5
"557",9863039,6405,4,2372,4,8518,2,7898,3,5432,1,4286,1,5236,1,3986,1,3271,4,5052,4,13436,2,3687,2,5675,2,2998,1,2,7268,2,7789,3953,1,4843,1,1,9407,2,6115,,,11763,2,,,,,3531,1,3924,2,4467,2,8558,1,2,7634,2,4683,1,,,,,,,,,3554,1,,,6850,2,4,4,3,4,4,3.8,1.83333333333333,2,1,2,,2,2,,,1,,1.625
"558",9863053,6945,3,7287,3,8419,2,3146,4,4203,1,6164,1,4284,1,3546,1,4086,4,7582,4,11297,2,6776,2,6911,2,8028,1,2,4271,3,4806,,,,,,,1,3685,9610,1,,,,,5037,1,8569,1,2670,1,3297,1,4173,1,1,4108,0,4286,1,,,4725,1,2,3469,3072,2,,,7459,2,,,4,4,3,4,4,3.7,2,,,,1,2,,2,1,,1,1.25
"559",9863057,9369,4,4091,3,2451,1,2351,3,3094,1,6888,3,3318,1,3342,1,2735,4,11097,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,4,3.5,,,,,,,,,,,,
"560",9863070,7242,3,6320,2,5782,3,8785,3,6208,3,4881,4,9238,2,8098,2,6752,3,19038,2,4546,3,3357,3,10122,3,5784,3,3,5646,3,6131,11189,2,10447,2,,,,,,,9537,2,,,,,5906,1,6883,2,7068,1,11504,1,2,8059,1,,,,,,,2,13860,5143,2,7182,2,11554,2,5698,2,2,3,2,1,3,2.4,3,1,1,,1,,1,,1,1,1,1.125
"561",9863072,2748,3,5144,3,4881,3,3307,3,3174,3,4498,1,3129,2,2727,2,4493,3,3008,3,4098,3,5668,3,4208,2,7051,2,3,4675,3,3950,,,,,1,2659,,,4426,1,3880,1,,,,,2909,3,5481,4,4716,3,3104,3,1,4357,9,2840,1,,,,,1,3285,2366,2,2287,1,,,3210,2,2,3,2,4,3,2.9,2.66666666666667,,2,2,2,2,2,,,1,1,1.625
"562",9863111,3649,4,2522,3,2764,2,3187,3,2744,2,2930,2,3322,2,3763,2,3285,4,5287,4,4027,4,2898,4,5234,3,2907,3,2,12666,2,3567,,,,,1,3885,,,9973,1,,,,,,,5352,1,4416,2,2317,2,2330,1,2,2416,2,,,3434,2,4612,1,1,2621,4915,2,5990,1,,,5991,1,3,3,3,3,3,3.3,3,,,2,2,,2,2,,2,1,1.75
